MU_1;MU_2;MU_3;MU_4;MU_5;MU_6
-0.006659770114833521;0.005453938462437374;0.008689209199789256;-0.005453653639515421;-0.004914035849104313;0.0019007516305947609
-0.003384126486816608;0.006037401796689043;0.008142626207866861;-0.006420648789472628;-0.00021154507688486086;-0.0007894327963510726
-0.0003316859138145728;0.00653384982964502;0.006889435259240267;-0.00643552760901582;0.0036199093880944144;-0.002210650423095237
0.0023144944740756735;0.006856940397438642;0.005053946728013814;-0.005369754663594457;0.004489593900599741;-0.002289721372548922
0.004405635593180734;0.006954678838761724;0.002902436567807187;-0.0034141068321945026;0.0012745945574664903;-0.0011546384367436557
0.005892029823485427;0.006817061844799046;0.0008146454101835581;-0.0010268946085339728;-0.005332964196725467;0.0009477680092526673
0.006865053656370607;0.0064444569487017295;-0.0008149278826330688;0.0011844963649968025;-0.013020927295769171;0.0034574529048233614
0.007533922798552434;0.005820096644429314;-0.0017178050339588331;0.0026172937354724656;-0.019033568715045555;0.005354488247635675
0.008144643924932063;0.004930526360113814;-0.0018699835135707504;0.0028329837816565644;-0.02145321718818471;0.005476700530587522
0.008894121079971264;0.0038110898734071657;-0.0015185340635125106;0.0016817416232237047;-0.019704115816327226;0.0032093168968390117
0.009886436949454413;0.002555646310635495;-0.0010815298196833417;-0.0006641659882785178;-0.014189304631660434;-0.001028562201107875
0.011132338762570337;0.0012794710925257845;-0.0009617079473544283;-0.003759244958632242;-0.0057460180198260725;-0.005915021368297584
0.012561282081924563;8.650404732245422e-05;-0.0013879222212251855;-0.0069404568106511445;0.0044371099964362;-0.009835062762151871
0.014032005138003928;-0.0009238325754988478;-0.0023807338716776345;-0.009403920390263915;0.0145638196000386;-0.011539859804593095
0.015363099538950811;-0.0016394278314020576;-0.003817284012810599;-0.010429740703074241;0.022308115208224448;-0.01056239520679357
0.016396842356055312;-0.001956690195131816;-0.005483291166786701;-0.009739046599738807;0.025560923475571175;-0.007333574749669682
0.017056203395648274;-0.0018427132085951721;-0.007058809032870961;-0.007702101361129677;0.023400905861052916;-0.0030373372793018522
0.017338541408199064;-0.0013900939785869404;-0.008104615621287087;-0.0051603929305594435;0.016564419679339762;0.0007548522377191434
0.017251867219018578;-0.0008143337703260323;-0.008137619745711908;-0.0029859913708234803;0.007124589076275745;0.0025896117829188217
0.016762633689240615;-0.00038806689954382024;-0.0067869568306491105;-0.001710944732900079;-0.0023390068470303055;0.0016273284225846966
0.01580480096378917;-0.00035483944193566837;-0.0039297785079192285;-0.0014051410338217216;-0.00958486891644786;-0.0020293610818156445
0.014331001953969906;-0.0008753271821683192;0.0002800446709783189;-0.0017544884124050283;-0.013224457082325513;-0.0072973466595075845
0.01235405733143511;-0.0020248993614024207;0.005479698391310273;-0.0022479462843418884;-0.0128591390180042;-0.01245782831452219
0.009952867800473426;-0.003819628362329162;0.01118030160988865;-0.0024186300666306625;-0.00900142090056112;-0.01583227693352562
0.0072556754801109645;-0.006235632109914709;0.016806202658884488;-0.0020541851938037418;-0.0029238932527043656;-0.01646156354220189
0.004423090504841886;-0.009206637965684005;0.02170633518678273;-0.0012660833370958715;0.0036014697058458015;-0.01437712343965664
0.001632984373980915;-0.012611869729604392;0.02519462024971749;-0.00038287047839603427;0.008796416200128547;-0.010357526103278523
-0.0009479065672376379;-0.01627385843026438;0.02664949583832742;0.00025729620253259086;0.011533344466720738;-0.005437216557982368
-0.00320925606516897;-0.019968316383790832;0.02564200734895989;0.0004962123053096466;0.011788898796141407;-0.00051904417034244
-0.005135957653122678;-0.023429657981715396;0.02203199636878636;0.0004413097518498577;0.010523986060333584;0.00372563449551988
-0.0068106386669531125;-0.02634159841940481;0.01600277870321468;0.0004334015225723537;0.009026873036896536;0.0067289380807627934
-0.008373792279557491;-0.028328430478625582;0.008056163198378322;0.0009453877409467231;0.008179593178590112;0.007926727748087671
-0.0099613264518969;-0.02898231026969897;-0.001000764193904729;0.0024582247414480676;0.008123223665318844;0.006922176931781651
-0.011643420378287792;-0.027950574065498744;-0.01008583454972698;0.0053049496896076815;0.008434304864993233;0.003852055655950418
-0.013381415375241802;-0.02506250353068069;-0.017938911666942038;0.009462720196466289;0.008550359381679825;-0.000395856543507694
-0.015017988970870533;-0.020431692456943536;-0.023331483572994;0.014352868174303448;0.008098132501142647;-0.004413495912306107
-0.016309774447554038;-0.014474730414930083;-0.025374369817221056;0.01879459325950865;0.006980649397293583;-0.006885433117055378
-0.01698789768314695;-0.007838200643375752;-0.023821614278241338;0.02123964531215027;0.005307548901532316;-0.007197192398461225
-0.01681321182807972;-0.001271650408012332;-0.019213348330435833;0.020285144802262303;0.003296311063700553;-0.005650274441239207
-0.015609516013466536;0.004509832335068972;-0.012741363799733887;0.015297199312748437;0.0012027791090222558;-0.003180157378030936
-0.013290432129427857;0.008943794369988321;-0.005866204255364567;0.0068635415426669425;-0.0006883645597452995;-0.0008267034023031841
-0.009894661887581934;0.011696632589343427;0.00012760580278589414;-0.0031979295980192985;-0.0020129162044610965;0.000634029660214602
